type;nom;adresse;commune_fr;potable;dog_friendly;statut;surface_m2;lat;lon
"espace_sportif";"Vanderputtenstadion";"slachthuislaan 51";"";"";"";"En service / In dienst / In service";"";"50.84852544467934";"4.335910485640387"
"espace_sportif";"De Halte";"De Halte / La Halte";"";"";"";"En service / In dienst / In service";"";"50.8753283555693";"4.361188637090299"
"espace_sportif";"Leopoldpark";"Rue Belliard";"";"";"";"En service / In dienst / In service";"";"50.83828639002106";"4.378112831476212"
"espace_sportif";"Oude Graanmarkt";"Rue du Vieux Marché aux Grains 5";"";"";"";"En service / In dienst / In service";"";"50.85017196659824";"4.346762277094121"
"espace_sportif";"Ossegem :: parcours santé";"1020 Bruxelles";"";"";"";"En service / In dienst / In service";"";"50.89593968111223";"4.345277370216869"
"espace_sportif";"guttenberg";"Sq. Gutenberg 5";"";"";"";"En service / In dienst / In service";"";"50.847659869658195";"4.377486393839064"
"espace_sportif";"Renpaarden";"Chalet Robinson";"";"";"";"En service / In dienst / In service";"";"50.80102058470029";"4.38209326582332"
"espace_sportif";"Willemsplein";"Pl. Joseph Benoît Willems";"";"";"";"En service / In dienst / In service";"";"50.8754745997559";"4.349899521741182"
"espace_sportif";"Solarium - Sport";"Parkadres Lombardsijdestraat/Solariumstraat";"";"";"";"En service / In dienst / In service";"";"50.8912937698568";"4.377140877583146"
"espace_sportif";"Nieuwe Graanmarkt";"?";"";"";"";"En service / In dienst / In service";"";"50.85091039478096";"4.344613755636098"
"espace_sportif";"Val Maria Sport";"Val Maria 49";"";"";"";"En service / In dienst / In service";"";"50.90019007818537";"4.382159677188869"
"espace_sportif";"Ramaekers";"Rue Alfred Stevens";"";"";"";"En service / In dienst / In service";"";"50.88230514812244";"4.344044488264967"
"lieu_culturel";"Bruxelles";"Place Sainte-Catherine 44";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Rue de la Bourse";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Place des Palais 7";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Pavillons d'Octroi - Porte d'Anderlecht";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Quai aux Pierres de Taille 7";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Chemin du Gymnase 1A";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Rue de la Violette 12";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Rue de la Loi 3";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Petite rue des Brigittines";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles (Laeken)";"Alée du Rubis (Cité Modèle)";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles (Laeken)";"Rue Hubert Stiernet 2F-4";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles (Laeken)";"Boulevard Emile Bockstael 246A";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Grand-Place";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Rue des Riches Claires 24";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Chaussée d'Anvers 208";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Rue du Marché-aux-Herbes 66";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles (Neder-Over-Heembeek)";"Place Saint-Nicolas 3";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Grand-Place";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Parc de Bruxelles";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Rue des Chartreux 26-28";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Rue des Renards 1F";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Rue de la Violette 12";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Rue du Marais 57";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Rue du Chêne 19";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Rue des Tanneurs 75-77";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Rue de Flandre 46";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles (Laeken)";"Place de Belgique 1";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Rue des Tanneurs 65";"";"";"";"";"";"";""
"lieu_culturel";"Bruxelles";"Place Sainte-Catherine 16";"";"";"";"";"";"";""
